ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD200001,01/01/2000,76146639,77932289,56288872,57569024,19857767,20363265,48263245,53727447,34913749,39547566,13349496,14179881,63.4,68.9,62,68.7,67.2,69.6,4952,5182,41540,47860,46492,53042,49843099,56006449,2182683,2473159,1402926,1422052,723747,767287,366607410,446123734,724934,770106,215985,212757,2510.5,1809.2,48.4,55.4,79.9,203442,227235,105.1,,95.7,,101.9,,98.843208679,100.69017704,1.58,0.9494,0.9633,1.0164,1.005,0.9571,0.9779,0.951,0.9659,1.1204,1.0673
SATD200002,02/01/2000,73011377,78561170,54329819,57825860,18681558,20735310,48580127,55657318,36005847,40662941,12574280,14994377,66.5,70.8,66.3,70.3,67.3,72.3,4812,5444,43714,48567,48526,54011,49931931,57785901,2341123,2528990,1341942,1420708,710611,766095,366139276,444391468,756536,769872,210132,226517,2330.7,1827.9,42,48.6,78.6,199261,228727,103.3,-1.7,97.8,2.2,101.5,-0.4,99.179010342,97.084808681,1.56,0.9796,0.9851,1.0154,1.0035,0.9534,0.9776,1.0125,0.9758,0.9844,1.0489
SATD200003,03/01/2000,80308529,79366413,59913798,58447159,20394731,20919253,59632014,56808727,43901516,41242599,15730498,15566128,74.3,71.6,73.3,70.6,77.1,74.4,5787,5551,52977,48806,58764,54357,61478163,58584320,2699633,2492742,1452147,1410082,771025,765193,453096388,454861378,843730,786553,216833,219951,2050.6,1723.8,52.5,52.5,74.7,232490,230237,99.8,-3.4,99.4,1.6,99.6,-1.9,99.565625521,99.767561393,1.55,0.9931,0.971,1.0078,1.0023,0.9759,0.9988,0.9832,0.9203,1.0619,0.9971
SATD200004,04/01/2000,78139993,79369969,57402637,58407037,20737356,20962932,57636732,57836278,41954244,41786875,15682488,16049403,73.8,72.9,73.1,71.5,75.6,76.6,5688,5704,50344,49807,56032,55511,58981617,58967450,2528558,2554005,1386030,1400398,747905,763947,473751011,466809509,757458,777435,219340,222362,1783.3,1840.2,52.2,50.8,72.5,227698,229068,97.8,-2,99.6,0.2,98.4,-1.2,100.20403789,101.49628784,1.58,0.9996,0.9948,1.0009,1.0007,1.0015,0.9872,0.9939,0.9825,1.0289,0.9678
SATD200005,05/01/2000,80515093,79090955,58896522,58182279,21618571,20908676,59749900,58980372,43168824,42649947,16581076,16330425,74.2,74.6,73.3,73.3,76.7,78.1,5892,5832,52309,50292,58201,56124,61223861,60915872,2528225,2521969,1440661,1405375,772852,761909,481725263,474002861,818246,782750,225649,218951,1632.9,1970.4,53.5,52.5,73.1,242501,229651,98.8,1,102.2,2.6,99.9,1.5,100.47843088,99.714734437,1.59,1.0327,0.9824,1.0044,0.998,1.0169,0.994,0.9787,1.0519,1.063,0.9765
SATD200006,06/01/2000,80393854,78884402,58286914,57589554,22106940,21294849,64046964,58256131,45856363,41930040,18190601,16326091,79.7,73.8,78.7,72.8,82.3,76.7,6400,5734,54673,49308,61073,55042,65601574,59461343,2537148,2513590,1390222,1394698,763056,754512,517102460,458580406,793911,787926,225621,220772,1513.1,1880.5,50.4,48.5,75.1,242963,230024,99.8,1,100.6,-1.6,100.1,0.2,100.55411058,101.3066819,1.6,1.008,0.9791,0.9968,0.9883,0.9838,1.0006,0.9868,1.004,0.9822,1.0028
SATD200007,07/01/2000,83853711,79066772,60607052,57759243,23246659,21307529,66435577,58231124,47303803,41769281,19131774,16461843,79.2,73.6,78,72.3,82.3,77.3,7014,5821,55568,50273,62582,56094,67898320,58878156,2461623,2477829,1377790,1400421,760109,757666,564747276,472071190,743746,784667,228889,222436,1525.6,1737.4,53.3,49.6,72.9,245140,228840,97.6,-2.2,99.8,-0.8,98.3,-1.8,100.37918235,100.32609937,1.6,0.9981,0.9652,1.0009,0.9924,1.0128,0.9964,0.9943,0.9276,1.0038,0.9728
SATD200008,08/01/2000,84702734,79320368,61479288,57934341,23223446,21386027,65252958,57190647,46457758,40824310,18795200,16366337,77,72.1,75.6,70.5,80.9,76.5,6881,5914,54474,50290,61355,56204,67028338,58664300,2623412,2567076,1473014,1401846,814860,756823,558060051,476287389,787064,785339,231542,225259,1653.1,1850.6,50.9,48.3,74.7,247832,229339,99.6,2,99.6,-0.2,99.6,1.3,100.11041128,98.937749857,1.62,0.9945,0.9999,1.0019,0.9913,1.0218,0.9973,1.0069,0.988,0.9779,0.9977
SATD200009,09/01/2000,79912506,81515769,57899315,59928453,22013191,21587317,55470176,60210980,38372644,43093184,17097532,17117796,69.4,73.9,66.3,71.9,77.7,79.3,5859,6429,46363,52301,52222,58730,56441629,61502814,2711279,2760177,1427099,1417700,789037,766906,446489429,481222161,802516,794289,222945,225378,1475,1858.3,47.3,48.5,74.1,227899,231166,99.7,0.1,103.3,3.7,100.9,1.3,100.50837842,101.68503712,1.59,1.0426,1.0751,1.0132,1.0045,1.0324,1.0086,1.0074,0.9921,0.9816,0.9887
SATD200010,10/01/2000,82627553,81158372,60761374,59426878,21866179,21731495,57979416,59486267,41820446,42671360,16158970,16814907,70.2,73.3,68.8,71.8,73.9,77.4,5635,6208,50920,51703,56555,57911,58834210,60022902,2839068,2643370,1489125,1395437,859903,782545,462329685,486563370,851255,801383,234903,234197,1567.9,1872.3,50.8,47.8,74.2,236491,230372,99.5,-0.2,101.8,-1.5,100.3,-0.6,100.15863007,99.584237579,1.6,1.0175,1.0296,0.9973,1.025,1.0439,1.0177,1.0468,0.9996,0.968,0.9904
SATD200011,11/01/2000,78368993,81389343,57757912,59466913,20611081,21922429,55302968,59033591,40712967,42523970,14590001,16509621,70.6,72.5,70.5,71.5,70.8,75.3,5327,6171,49632,51585,54959,57756,56283261,59872526,2702423,2639099,1346909,1364753,755194,763187,442268378,475112015,816120,810923,226901,228399,1908.5,1967.7,50,48.4,74.8,222819,229865,100,0.5,101.9,0.1,100.6,0.3,100.18025284,99.040833809,1.62,1.015,1.028,0.9754,0.9997,1.0193,1.0298,1.0209,1.0505,0.9796,0.9991
SATD200012,12/01/2000,79075993,79674072,57886109,57854243,21189884,21819829,54460418,55762418,39656140,40567401,14804278,15195016,68.9,70,68.5,70.1,69.9,69.6,5470,5654,47051,48168,52521,53822,55380280,57211695,2707863,2635105,1298609,1356627,710715,755334,461651082,457314864,755040,798517,233175,227629,2587.5,2138.8,41.3,41.9,74.2,218390,224132,99,-1,98.2,-3.6,98.8,-1.8,99.838721143,100.36579098,1.62,0.9699,1.0264,0.9696,0.9894,0.9811,1.014,1.0175,1.1418,0.848,0.9908
SATD200101,01/01/2001,81196157,82819156,59766686,60781103,21429471,22038053,52049391,57838007,37179562,41939643,14869829,15898364,64.1,69.8,62.2,69,69.4,72.1,5543,5849,44074,50042,49617,55891,53129922,59302053,2290401,2560064,1378715,1398068,718208,761328,379458113,454062878,800293,811793,228953,225679,2677,1925.1,39.3,46,74.6,209685,231442,99.4,0.4,101.2,3.1,100,1.2,99.346154376,97.788692176,1.61,1.0053,0.9972,0.9992,0.9972,0.9742,1.0309,1.0088,1.0278,0.9318,0.9964
SATD200102,02/01/2001,73704583,82302755,54313589,60019980,19390994,22282775,48845243,58019657,35784235,41906496,13061008,16113162,66.3,70.5,65.9,69.8,67.4,72.3,4980,5798,43149,49699,48129,55496,49992995,59210237,2276553,2554247,1272599,1401096,666813,746425,366288212,451680205,761213,813774,199107,225501,2309.5,1880.9,40.9,47.6,74.5,200876,230672,99.3,-0.1,101.1,-0.1,99.9,-0.1,98.698768556,98.897772701,1.6,1.0037,0.9949,1.0014,0.9777,0.969,1.0334,1.008,1.0042,0.963,0.9951
SATD200103,03/01/2001,82211844,81464756,60467225,59177278,21744619,22287478,60769073,58067510,44208143,41734268,16560930,16333243,73.9,71.3,73.1,70.5,76.2,73.3,6101,5832,53020,49471,59121,55303,62323049,59623671,2671787,2482169,1457199,1415497,761942,751651,448912584,454004647,846702,805614,225282,228029,2246.6,1894.8,47.1,47,74.8,232587,231165,99.6,0.3,101.3,0.2,100.1,0.2,98.440484534,97.044545974,1.61,1.0108,0.9669,1.0117,0.9845,0.974,1.023,1.0193,1.0116,0.952,0.9984
SATD200104,04/01/2001,80938470,82144657,58851713,59722720,22086757,22421937,58479185,58689068,42363481,42064376,16115704,16624692,72.3,71.4,72,70.4,73,74.1,5900,5907,50702,49626,56602,55533,59801567,59853970,2399580,2407550,1390615,1403265,717396,733245,455496342,445584764,803744,806779,225210,228273,1807.2,1871.8,49.4,47.9,73.3,232513,232994,98,-1.6,101.6,0.3,99.1,-1,98.09095241,94.448886351,1.58,1.0147,0.9378,1.0029,0.9604,0.956,1.0245,1.0204,0.9993,0.97,0.9784
SATD200105,05/01/2001,83754265,82244590,60862387,60113818,22891878,22130772,59190930,58174155,42517548,41807911,16673382,16366244,70.7,70.7,69.9,69.5,72.8,74,5911,5853,51052,49127,56963,54980,60246478,59673282,2415262,2411059,1436953,1400357,734970,726180,462376555,453555199,850680,816059,233859,226840,1522.4,1833.7,47.7,46.6,75.4,245357,232201,99.4,1.4,101.8,0.2,100.2,1.1,97.581087425,96.478583666,1.59,1.0116,0.9392,1.0008,0.9512,0.9731,1.0363,1.014,0.979,0.9439,1.0072
SATD200106,06/01/2001,82865877,81470316,60231368,59693535,22634509,21776781,63729974,58159532,45304289,41676861,18425685,16482672,76.9,71.4,75.2,69.8,81.4,75.7,6503,5868,53384,48806,59887,54673,64987598,59331612,2475195,2471341,1382844,1387448,743527,732209,528690495,474035409,807301,817452,218802,214055,1444.4,1794,50.9,49,74.6,243498,231645,98.6,-0.8,101.5,-0.3,99.5,-0.7,97.05132949,94.592518561,1.59,1.0058,0.9626,0.9916,0.9591,1.017,1.0381,0.9568,0.9577,0.9925,0.9956
SATD200107,07/01/2001,87079555,81689155,63439069,60010520,23640486,21678635,67144380,58589285,48067498,42132751,19076882,16456534,77.1,71.7,75.8,70.2,80.7,75.9,6959,5801,55696,49665,62655,55466,68573410,59282377,2226571,2226837,1331669,1353583,733967,731599,564037290,467890146,785014,808333,231408,225478,1598.1,1821.5,51.2,47.6,74.3,250363,232941,97.8,-0.8,101.1,-0.4,98.8,-0.7,96.465676686,93.567390063,1.6,1.005,0.8674,0.9674,0.9583,1.0038,1.0265,1.0079,0.9724,0.9626,0.9925
SATD200108,08/01/2001,87717155,82071610,64098172,60365464,23618983,21706146,67664023,59055210,48579798,42519703,19084225,16535506,77.1,72,75.8,70.4,80.8,76.2,6946,5908,56292,51211,63238,57120,69003617,60114835,2356106,2307431,1444314,1374075,802542,747494,562266005,478051955,809941,804174,230280,223955,1669.2,1869,51.8,49.3,75.2,253274,233413,99.3,1.5,102,0.9,100.1,1.3,96.364698337,94.399486008,1.6,1.0191,0.8988,0.9821,0.9791,1.0256,1.0212,1.0011,0.9978,0.9978,1.0037
SATD200109,09/01/2001,65361009,66716965,47039597,48776988,18321412,17939977,38207236,41638354,26230752,29620726,11976484,12017628,58.5,62.4,55.8,60.7,65.4,67,4109,4517,30499,34897,34608,39414,39106905,44446630,1998724,2047518,1387189,1377772,775082,759754,446266947,486812334,768513,781564,221754,224413,1494.1,1882.2,47.5,49,74.4,226312,232276,98.1,-1.2,83,-18.6,93.8,-6.3,95.862293209,91.939177613,1.63,0.7535,0.7976,0.9847,0.9952,1.0444,0.9925,1.0031,1.0049,0.9923,0.9931
SATD200110,10/01/2001,69552136,68553020,51592799,50637579,17959337,17915440,43609263,44796400,33428069,34168137,10181194,10628264,62.7,65.3,64.8,67.5,56.7,59.3,3789,4199,40242,40756,44031,44956,44271037,45942234,2417439,2234602,1489178,1395914,827614,752014,452095177,475911486,871470,805200,224931,224175,1649.1,1968,49.9,46.9,74.6,241050,233772,98.9,0.8,85.6,3.1,95.1,1.4,95.56465574,91.392061679,1.48,0.7788,0.8704,0.9977,0.985,1.021,1.0225,1.002,1.0506,0.9496,0.9956
SATD200111,11/01/2001,66632329,69146794,49928543,51364799,16703786,17781995,44598156,47235569,34035501,35341210,10562655,11894359,66.9,68.3,68.2,68.8,63.2,66.9,4031,4615,40647,41564,44678,46179,45245063,48290906,2261922,2203315,1376611,1394745,743670,747665,446094295,473297516,820117,812939,220487,222110,1701,1757.2,48.5,47,74.6,230511,236644,98.1,-0.8,88.6,3.5,95.4,0.3,95.00765311,91.38206739,1.51,0.8186,0.8582,0.9968,0.9793,1.0154,1.0323,0.9928,0.9381,0.951,0.9963
SATD200112,12/01/2001,69510768,70031125,52105691,52146667,17405077,17884458,47422033,48992779,34900093,36050154,12521940,12942626,68.2,70,67,69.1,71.9,72.4,4676,4848,40860,42523,45536,47371,48167518,50499837,2332011,2266891,1323085,1381483,688215,728730,479188686,477776161,756221,803076,225164,219382,2120.2,1748.6,46.1,46.7,74.3,229584,236694,97.7,-0.4,90.8,2.5,95.8,0.4,94.961164148,92.051970303,1.53,0.8561,0.883,0.9874,0.9545,1.025,1.0198,0.9806,0.9335,0.946,0.992
SATD200201,01/01/2002,70105149,71293208,52524740,53256929,17580409,18036279,45699949,50514859,32996179,36989569,12703770,13525290,65.2,70.9,62.8,69.5,72.3,75,4786,5019,38499,43596,43285,48615,46587854,52256651,2049355,2282957,1362045,1382968,701350,744142,398443099,471099650,752812,765004,223335,220309,2487.6,1785.8,41.3,47.6,75.2,215215,236712,98.8,1.1,91.3,0.6,96.8,1,95.644551886,91.441176471,1.54,0.8859,0.8893,0.9884,0.9747,1.0107,0.9715,0.9848,0.9534,0.9644,1.0044
SATD200202,02/01/2002,64517654,72083298,48746054,53958592,15771600,18124706,43964813,52210044,32587181,38177004,11377632,14033041,68.1,72.4,66.9,70.8,72.1,77.4,4441,5170,38561,44476,43002,49646,45157584,54198980,2024465,2281270,1252632,1383402,688595,770436,397948979,483671385,718884,771690,192964,219039,2242.4,1821.9,40.5,47.2,76.3,208237,238125,99.9,1.1,93.9,2.8,98.3,1.5,95.64411943,91.390062821,1.54,0.9188,0.8886,0.9887,1.0092,1.0377,0.9799,0.9791,0.9726,0.9563,1.0183
SATD200203,03/01/2002,73503746,72736541,55533933,54331684,17969813,18404857,56037382,52980543,41424662,38807628,14612720,14172915,76.2,72.8,74.6,71.4,81.3,77,5602,5276,48397,44936,53999,50212,57423396,53962711,2483076,2363126,1373143,1330667,758158,760223,459147305,441215560,776881,750369,214550,216491,2258.4,1910.9,45.9,45.7,75.6,236070,235504,99.1,-0.8,92.6,-1.4,97.4,-0.9,96.354103178,91.848372359,1.54,0.9148,0.9205,0.951,0.9958,0.9466,0.9529,0.9677,1.0202,0.9253,1.0099
SATD200204,04/01/2002,72803818,73914784,54440293,55165339,18363525,18749445,51993221,52824068,38475773,38580597,13517448,14243471,71.4,71.5,70.7,69.9,73.6,76,5100,5243,45358,44838,50458,50081,53013179,54264751,2426477,2379947,1359576,1368030,774537,776090,453149024,468466076,779169,764816,210758,214139,1881,1961.5,47.2,45.5,75.9,237226,236391,99.8,0.7,93.6,1.1,98.1,0.7,96.81942525,93.36407767,1.52,0.9199,0.927,0.9777,1.0166,1.0051,0.9712,0.9572,1.0472,0.9211,1.013
SATD200205,05/01/2002,75809674,74580261,56184515,55588314,19625159,18991947,54695480,53481806,39908390,39028440,14787090,14453366,72.1,71.7,71,70.2,75.3,76.1,5351,5273,47050,44745,52401,50018,55663570,54691222,2408401,2409623,1408401,1370356,800215,790099,461622928,448523116,789624,750709,220991,213473,1611.5,1940.3,47.4,46.2,77.2,251746,237506,101.1,1.3,93.5,-0.1,99,0.9,97.231122846,93.981724729,1.56,0.9271,0.9386,0.9794,1.0349,0.9623,0.9533,0.9542,1.0359,0.9348,1.0307
SATD200206,06/01/2002,76879798,75462717,57080224,56462327,19799574,19000390,59031826,54001241,42899467,39566422,16132359,14434818,76.8,71.6,75.2,70.1,81.5,76,5848,5298,49095,45611,54943,50909,60224150,54765324,2477418,2490296,1392903,1397621,805089,799084,499734575,448685280,720832,752455,219492,215281,1591.4,1973.7,48.8,46.9,77,247868,238073,101.5,0.4,93.7,0.2,99.4,0.4,98.034300745,93.886921759,1.55,0.9284,0.97,0.9989,1.0467,0.9626,0.9555,0.9623,1.0537,0.9486,1.0276
SATD200207,07/01/2002,80595218,75544770,59807169,56515098,20788049,19029671,61965515,54070533,45270461,39655170,16695054,14415363,76.9,71.6,75.7,70.2,80.3,75.8,6321,5303,51065,45399,57386,50702,63828500,54617123,2521489,2505107,1363443,1384333,800913,795695,564023742,467669652,742987,748573,223444,218107,1748.4,1988,50.9,47.3,78.4,256392,237780,102.8,1.3,93.4,-0.3,100.1,0.7,98.000352992,92.842946887,1.54,0.9259,0.9758,0.9894,1.0422,1.0033,0.9506,0.9749,1.0614,0.9583,1.0463
SATD200208,08/01/2002,80868442,75732059,59972808,56624895,20895634,19107164,62332762,54628397,45415533,40043270,16917229,14585127,77.1,72.1,75.7,70.7,81,76.3,6418,5439,51141,47029,57559,52468,63657944,55012109,2518364,2486800,1467852,1399409,867104,805836,516067118,437497439,742214,752383,218464,211817,1725.7,1925.6,48.8,46.4,78.3,258666,239615,102.6,-0.2,93.9,0.5,100.1,0,97.894401405,94.200456882,1.53,0.9326,0.9687,1.0002,1.0555,0.9386,0.9554,0.9468,1.028,0.9401,1.0449
SATD200209,09/01/2002,73849591,75471886,54357595,56281281,19491996,19190605,48731119,53202246,34211925,38518992,14519194,14683254,66,70.5,62.9,68.4,74.5,76.5,5082,5571,40143,45254,45225,50825,49270915,54672975,2385972,2425702,1395757,1385951,810856,798217,385089969,423804422,764467,762112,209278,212278,1542.2,1940.5,44.9,47,79.1,233625,239653,103.1,0.5,93.8,-0.1,100.5,0.4,97.992352566,94.340376927,1.57,0.9268,0.9449,0.9905,1.0455,0.9092,0.9678,0.9489,1.036,0.951,1.0561
SATD200210,10/01/2002,77124746,76196336,57505033,56544942,19619713,19651394,53268604,54529621,39065248,39735979,14203356,14793642,69.1,71.6,67.9,70.3,72.4,75.3,5100,5635,48055,48531,53155,54167,54019748,55496335,3345807,3090705,1462330,1370529,791259,721802,399247828,421937570,803242,737828,210045,209758,1645.9,1965,50.3,47.5,79.1,245556,237938,104.5,1.4,93.8,0,101.4,0.9,97.739366123,94.108794974,1.57,0.9408,1.2039,0.9795,0.9454,0.9052,0.9369,0.9376,1.0491,0.9611,1.0563
SATD200211,11/01/2002,72812742,75905551,54513457,56429487,18299285,19476064,49186629,54544847,36348009,39960384,12838620,14584463,67.6,71.9,66.7,70.8,70.2,74.9,4866,5630,44850,48421,49716,54052,50106815,56202630,3074803,2916906,1359625,1378946,791000,791218,376011411,428075133,738672,749628,212871,214681,1913.6,1986.8,50.7,49.4,79.3,230648,238385,104.9,0.4,95.1,1.4,102.1,0.7,98.273881069,94.496002284,1.57,0.9528,1.1362,0.9855,1.0364,0.9184,0.9519,0.9596,1.0607,1,1.0585
SATD200212,12/01/2002,75616059,75778143,56713015,56373185,18903044,19404959,55458015,55070006,41361303,40597964,14096712,14472042,73.3,72.7,72.9,72,74.6,74.6,5360,5529,49684,49046,55044,54575,56656595,56123691,2810584,2785668,1326501,1385019,744615,785476,448245893,417877867,717457,746583,229928,223689,2378.9,1956.5,46.4,47.1,80.2,234260,239969,105.1,0.2,94.9,-0.2,102.2,0.1,97.723040929,92.708737864,1.56,0.9514,1.0851,0.9899,1.0288,0.8965,0.9481,0.9999,1.0445,0.9534,1.0701
SATD200301,01/01/2003,75100667,76366591,56191300,57003419,18909367,19363172,49830903,54736343,36211422,40314711,13619481,14421632,66.4,71.7,64.4,70.7,72,74.5,5206,5487,43032,48200,48238,53687,51197174,56190923,2573661,2857408,1348631,1371543,787446,807372,393287373,460991998,736900,745285,222634,219766,2700.6,1938.2,39.7,45.4,79.3,218534,239077,104.2,-0.9,95.1,0.2,101.6,-0.6,98.530110928,94.167618504,1.56,0.9526,1.113,0.9803,1.0575,0.989,0.9464,0.9823,1.0347,0.9194,1.0585
SATD200302,02/01/2003,66514415,74433708,50088434,55599977,16425981,18833731,45514803,54029701,34148439,40010786,11366364,14018915,68.4,72.6,68.2,72,69.2,74.4,4530,5273,41167,47514,45697,52787,47040806,56196173,2446178,2775925,1232970,1365901,730315,815943,390041481,477058658,696283,750237,188368,213312,2500.3,2028.5,36,42.7,78.8,203677,233578,103.4,-0.8,95.3,0.2,101.1,-0.5,98.65411753,95.174186179,1.6,0.9526,1.0813,0.9762,1.0688,1.0235,0.9527,0.9535,1.083,0.865,1.0521
SATD200303,03/01/2003,76228184,75381223,57592901,56322962,18635283,19058261,54994261,52977559,41774564,39844895,13219697,13132664,72.1,70.3,72.5,70.7,70.9,68.9,5305,5076,49993,47576,55298,52652,56766580,54506000,2925823,2739676,1400506,1357317,826783,821662,472573962,484768252,786397,762813,213683,214953,2197.9,1865,45.7,45.2,79.5,236679,236830,103.8,0.4,94,-1.4,101,-0.1,98.389995359,95.936322102,1.58,0.924,1.0672,0.9701,1.0762,1.04,0.9687,0.9608,0.9957,0.9142,1.0614
SATD200304,04/01/2003,70959285,72052897,54639679,55330558,16319606,16722339,50304173,50368592,39465980,39142840,10838193,11225753,70.9,69.9,72.2,70.7,66.4,67.1,4560,4650,47033,46311,51593,50961,51857453,52429657,2733039,2725867,1362930,1367645,810805,825406,483653074,476327602,762806,747769,215713,219618,1743.5,1833.8,47.5,45.7,79.6,239415,238036,104,0.2,91,-3.2,100.1,-0.9,97.76531345,93.012278698,1.59,0.8888,1.0618,0.9775,1.0812,1.0219,0.9496,0.9817,0.979,0.9249,1.0629
SATD200305,05/01/2003,71761853,70804761,55349897,54915110,16411956,15889650,53070727,51934153,41001934,40199437,12068793,11734716,74,73.3,74.1,73.2,73.5,73.9,4819,4751,49152,47367,53971,52117,54335598,53473383,2732471,2763936,1402692,1361805,836029,819689,489484678,479051358,763469,740762,232437,224682,1514.7,1823.1,45.5,43.9,78.7,253244,239910,103,-1,91.9,1,99.8,-0.3,97.742825767,93.98972016,1.58,0.9065,1.0766,0.9733,1.0737,1.0278,0.9407,1.0043,0.9733,0.8887,1.0503
SATD200306,06/01/2003,74465181,72822731,56555517,55621759,17909664,17200972,58958204,53856823,44492972,40843996,14465232,13012828,79.2,74,78.7,73.4,80.8,75.7,5635,5109,52210,48024,57845,53133,60272900,54657299,2680999,2676012,1370794,1374398,829971,826340,531138943,475896055,719584,735605,231320,228035,1368.4,1689.6,46.6,44.6,78.9,252145,241491,102.9,-0.1,93,1.2,100.1,0.3,97.866616141,94.913478013,1.56,0.9266,1.0424,0.9823,1.0824,1.021,0.9341,1.0193,0.902,0.903,1.0527
SATD200307,07/01/2003,79108160,73854766,59617048,56105707,19491112,17749059,64470622,55847616,48321924,41996595,16148698,13851021,81.5,75.6,81.1,74.9,82.9,78,6466,5416,55811,49512,62277,54928,65962215,56090414,2794091,2780636,1357086,1376540,839459,835602,578767927,481555585,740437,746243,226790,221826,1600.5,1807.8,47.9,44.4,79.9,262105,243389,104.3,1.4,95.1,2.3,101.7,1.6,98.372372799,95.842661336,1.55,0.9509,1.0831,0.9838,1.0945,1.0331,0.9476,0.9915,0.9651,0.8992,1.0661
SATD200308,08/01/2003,79595941,74485021,59634190,56318621,19961751,18166400,63540849,55902341,46982527,41658361,16558322,14243979,79.8,75.1,78.8,74,83,78.4,6567,5582,53921,49666,60488,55248,64989766,56494091,2819634,2809654,1450003,1382815,871757,815920,557897322,482499582,718910,742616,232664,225471,1651.6,1836.6,47.1,45,79,260687,242803,103.8,-0.5,95.4,0.3,101.4,-0.3,98.152036744,95.225014278,1.51,0.9577,1.0944,0.9883,1.0687,1.0352,0.943,1.0078,0.9805,0.9115,1.0545
SATD200309,09/01/2003,73605919,75415276,54973852,56951050,18632067,18464226,51022359,55891008,36819820,41438565,14202539,14452442,69.3,74.1,67,72.8,76.2,78.3,5105,5648,44213,49537,49318,55186,52121480,57758301,2748240,2766214,1410429,1399951,857231,839506,427807444,467224255,751233,732278,225315,228584,1428.6,1801.2,43.7,46.5,80.1,237451,243182,105.1,1.3,96.3,0.9,102.6,1.2,98.797584628,96.930611079,1.53,0.9791,1.0775,1.0006,1.0996,1.0024,0.9299,1.0218,0.9616,0.9415,1.07
SATD200310,10/01/2003,76529369,75975892,58001020,57301943,18528349,18673949,55549640,56555738,41480412,41952192,14069228,14603546,72.6,74.4,71.5,73.2,75.9,78.2,5202,5689,49945,49514,55147,55203,56724551,57799914,3104919,2871000,1491289,1402974,928584,849085,463025617,479546545,801943,732535,227711,228376,1553.2,1852.4,49.6,47,81.5,254048,245423,106.7,1.5,96.4,0.1,103.8,1.2,98.924726533,97.170759566,1.56,0.9798,1.1183,1.0027,1.1122,1.0288,0.9302,1.0208,0.9889,0.9514,1.088
SATD200311,11/01/2003,73395323,76661514,55785892,57862820,17609431,18798694,52785625,57787699,39333528,42570051,13452097,15217648,71.9,75.4,70.5,73.6,76.4,81,5131,5883,47059,50449,52190,56331,54128776,59345336,3008398,2888179,1380233,1402002,852170,858007,448181812,476314957,696904,730404,219553,221424,1753.6,1828.3,47.9,46.8,81.1,233698,243497,106.3,-0.4,98,1.7,104,0.2,99.601519324,97.319531696,1.55,1.006,1.125,1.002,1.1239,1.0219,0.9275,0.9898,0.9761,0.9478,1.0822
SATD200312,12/01/2003,77335110,77491752,58842551,58514238,18492559,18977515,57280778,58232909,42699596,43098596,14581182,15134313,74.1,75.1,72.6,73.7,78.8,79.7,5650,5787,49757,49974,55407,55761,58739845,59926092,2973296,2880120,1349155,1407388,797451,861579,489403554,481869313,733999,746275,229032,222194,2263.7,1851.2,50.5,51.3,83.2,238538,243315,108.8,2.4,99.3,1.3,106.1,2,99.65092736,97.276413478,1.55,1.0159,1.1219,1.0059,1.1285,1.0338,0.9477,0.9932,0.9883,1.0374,1.1113
SATD200401,01/01/2004,77146785,78682423,58306593,59451426,18840192,19230997,52332277,57485037,38114607,42512145,14217670,14972892,67.8,73.1,65.4,71.5,75.5,77.9,5565,5783,43815,49391,49380,55175,53979787,59167171,2618911,2915962,1391261,1416665,841769,863997,410338691,481600170,730657,756217,225292,222654,2675.8,1927,43.6,48.7,82,222450,243817,107.8,-0.9,98.9,-0.4,105.3,-0.8,99.818287622,97.345516848,1.55,1.003,1.1358,1.0125,1.1317,1.0332,0.9603,0.9952,1.0288,0.9866,1.0953
