ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD201906,06/01/2019,110097457,103486725,76617273,73129591,33480184,30357134,97811522,87736135,68413224,62797645,29398298,24938490,88.8,84.8,89.3,85.9,87.8,82.2,11049,9600,72791,68146,83840,77746,98273616,88440912,3595934,3608088,1088710,1098755,1142915,1144521,618224369,547979248,802010,827063,324508,323265,2119.3,2533.3,37.1,36.3,117.6,281359,269353,136.9,-0.7,134.7,0.1,136,-0.4,110.80514287,137.5899486,1.47,1.4993,1.4054,0.7853,1.4991,1.1756,1.0503,1.445,1.3525,0.734,1.5702
SATD201907,07/01/2019,114924902,103539006,80081728,73359503,34843174,30179503,101794185,86953786,71276651,62393925,30517534,24559861,88.6,84,89,85.1,87.6,81.4,11673,9534,75284,66509,86957,76043,102295052,87961196,3655393,3608865,1118656,1102837,1163930,1147127,657244637,542351677,823886,827957,330838,326313,2393.9,2548.2,43.1,42,119,291520,269606,139,1.5,134.2,-0.4,137.1,0.8,110.3016566,136.2173044,1.46,1.4911,1.4057,0.7882,1.5026,1.1636,1.0514,1.4586,1.3604,0.8494,1.5887
SATD201908,08/01/2019,113124199,104478014,78976853,74034118,34147346,30443896,98025331,87966571,68148009,63101542,29877322,24865029,86.7,84.2,86.3,85.2,87.5,81.7,11065,9658,72718,67577,83783,77235,98411628,88751374,3670233,3659069,1169165,1100048,1207740,1138747,626644744,544939717,837867,840025,331841,325910,2433.9,2615.4,47.9,46.2,120.6,293308,276508,141.2,1.6,135.7,1.1,139,1.4,111.11445663,135.93860651,1.45,1.5045,1.4253,0.7862,1.4916,1.1691,1.0667,1.4568,1.3963,0.9356,1.6097
SATD201909,09/01/2019,101087368,104367955,70649657,73774878,30437711,30593077,83345979,89141128,58213796,63338402,25132183,25802726,82.4,85.4,82.4,85.9,82.6,84.3,8610,9658,63981,67671,72591,77330,83814263,88217032,3528614,3542319,1063191,1062713,1138058,1134219,528336348,538384590,848091,833663,304027,312275,2206.3,2626.4,43.2,43.9,117.6,273319,274195,137.6,-2.5,134.8,-0.7,136.5,-1.8,110.85076692,134.92432895,1.47,1.4955,1.3798,0.7595,1.4856,1.1551,1.0586,1.3958,1.4022,0.8889,1.5697
SATD201910,10/01/2019,104422363,104746994,74904315,74443144,29518048,30303850,87646447,88778452,63323854,63306214,24322593,25472238,83.9,84.8,84.5,85,82.4,84.1,8694,9767,69922,67811,78616,77578,88208390,88669288,3832880,3598281,1083582,1039701,1179756,1115788,540165523,531720412,917503,830845,311611,309165,2306.5,2612.5,45.5,43.6,118,283961,272669,137.6,0,135.1,0.2,136.5,0,109.84606478,133.38206739,1.46,1.5031,1.4016,0.7431,1.4615,1.1408,1.0551,1.3819,1.3948,0.8822,1.576
SATD201911,11/01/2019,98506078,105040090,72118568,75141547,26387510,29898542,80521747,89928156,59158779,64374424,21362968,25553732,81.7,85.6,82,85.7,81,85.5,8257,9620,64817,70022,73074,79642,81010197,89628195,3850420,3596164,1025480,1041491,1095406,1108949,524186383,542269402,815984,829084,310579,310486,2783.8,2690.8,43,42.1,117.4,260326,269800,137.2,-0.3,135.9,0.6,136.7,0.1,110.43615025,132.84123358,1.44,1.5194,1.4008,0.7444,1.4525,1.1634,1.0528,1.3879,1.4365,0.8528,1.5674
SATD201912,12/01/2019,105336301,105631402,76153733,76014902,29182568,29616500,89959899,89696121,65288157,64048926,24671742,25647196,85.4,84.9,85.7,84.3,84.5,86.6,9584,9660,69719,69738,79303,79397,90389595,91159177,3675341,3556269,1020830,1034935,1075973,1099342,583637283,551707357,793201,831405,322814,313447,3170.7,2547.9,43.4,43.7,116.4,261757,269023,136,-0.9,137.6,1.3,136.6,-0.1,110.15072965,132.43489435,1.43,1.5453,1.3852,0.7397,1.44,1.1836,1.0558,1.4011,1.3602,0.8852,1.5537
SATD202001,01/01/2020,101193363,106559996,72425576,76205124,28767787,30354872,81045830,91094411,57629920,65180078,23415910,25914333,80.1,85.5,79.6,85.5,81.4,85.4,9161,9819,61623,70916,70784,80736,81536356,90074755,3357180,3544641,1038813,1053170,1121664,1106991,447564878,550078093,816990,842591,321678,319271,3327.3,2519.5,40.8,42.3,116.1,260847,285452,135.8,-0.1,137.2,-0.3,136.3,-0.2,109.60237613,130.50142776,1.44,1.527,1.3807,0.7527,1.45,1.1801,1.07,1.4271,1.3451,0.8571,1.5495
SATD202002,02/01/2020,92853151,104780333,68495033,76534145,24358118,28246188,73892439,87930284,55336127,64352551,18556312,23577733,79.6,83.9,80.8,84.1,76.2,83.5,7962,9446,59868,70606,67830,80052,74428889,89638211,2954420,3488097,962057,1018625,1036215,1088385,400433113,541144000,790486,834840,305296,322499,3062.3,2539.7,37,41.6,116.7,242695,284040,135.6,-0.1,136.3,-0.7,135.8,-0.4,109.87936385,130.49971445,1.43,1.5196,1.3587,0.728,1.4256,1.161,1.0601,1.4415,1.3559,0.8425,1.5577
SATD202003,03/01/2020,82523537,80805351,64968396,62644857,17555141,18160494,42770844,41881367,32526486,31063082,10244358,10818285,51.8,51.8,50.1,49.6,58.4,59.6,4653,4521,34414,33096,39067,37616,43175178,42399011,3607785,3475027,989919,981672,1028873,1029544,233377315,271494580,507090,484977,309006,309940,2725.5,2495.3,40.3,40.9,116.6,226638,224870,134.1,-1.1,70.5,-48.3,108.6,-20,105.59178421,122.84066248,1.53,0.7188,1.3536,0.7016,1.3485,0.5825,0.6159,1.3854,1.3322,0.8285,1.5573
SATD202004,04/01/2020,21032453,21333911,19489079,19750014,1543374,1583897,2908236,2908551,2551127,2539248,357109,369303,13.8,13.6,13.1,12.9,23.1,23.3,137,138,2877,2858,3014,2996,3086801,3344251,3473104,3469152,836433,842298,936802,965323,36018048,55703263,172152,146362,271251,273719,2263.6,2582.4,39.3,38.6,106.4,167617,167174,124,-7.5,13.1,-81.4,79.4,-26.9,91.462058926,105.1027984,1.68,0.0567,1.3513,0.602,1.2644,0.1195,0.1859,1.2235,1.3787,0.781,1.4208
SATD202005,05/01/2020,23867176,23361018,22120039,21707467,1747137,1653551,8597006,8110361,8117835,7660410,479171,449950,36,34.7,36.7,35.3,27.4,27.2,191,181,9697,9124,9888,9306,8836134,3938866,3824907,3803155,821331,793490,1012346,991198,69098462,50630850,201375,198020,275968,267684,2076.7,2519.9,36.9,35.9,109.5,221006,204304,125.8,1.5,17.1,30.5,82.1,3.4,92.948948903,107.67589949,1.34,0.0668,1.4814,0.5671,1.2983,0.1086,0.2515,1.1965,1.3453,0.7265,1.4619
SATD202006,06/01/2020,27523797,26139304,24940443,23782548,2583354,2356756,14904888,13633572,14007580,12870572,897308,763000,54.2,52.2,56.2,54.1,34.7,32.4,404,351,16207,14943,16611,15294,15248985,5671316,3914103,3881640,849366,861705,1075605,1071830,128982242,54111711,257199,249481,260117,257744,2134.2,2535.9,38.6,37.6,111.4,250330,235771,128.7,2.3,22,28.7,86,4.8,98.991757129,119.25613935,1.22,0.0961,1.512,0.6159,1.4039,0.1161,0.3168,1.1521,1.3539,0.7609,1.487
SATD202007,07/01/2020,45800946,41706936,40313263,36959841,5487683,4747095,22062675,18965955,20075949,17386949,1986726,1579006,48.2,45.5,49.8,47,36.2,33.3,1133,913,22922,19899,24055,20812,22439042,6885374,4047718,3991239,927800,918155,1152235,1137267,160734686,42230487,305931,304150,283793,278328,2468.3,2616.7,39.5,38.3,114.1,265550,242159,133,3.3,26.7,21.4,90.6,5.3,102.72373962,124.61707596,1.22,0.1167,1.5547,0.6562,1.4896,0.0906,0.3862,1.2441,1.397,0.7745,1.5232
SATD202008,08/01/2020,49987894,46749432,42874072,40416544,7113822,6332889,23818082,22139391,21184556,19936734,2633526,2202657,47.6,47.4,49.4,49.3,37,34.8,1401,1234,24431,23161,25832,24395,24135654,15569949,4005875,4015341,992610,931747,1243652,1179343,157997236,80842257,317876,338064,283502,276622,2404.3,2567.9,38,36.3,112.2,265060,251358,131.6,-1.1,35.7,33.7,93.6,3.3,103.66833045,125.88749286,1.22,0.2639,1.5641,0.6659,1.5448,0.1734,0.4293,1.2365,1.3709,0.7352,1.4975
SATD202009,09/01/2020,43187717,44644388,35882035,37265371,7305682,7379017,23073723,24847294,20474551,22178730,2599172,2668564,53.4,55.7,57.1,59.5,35.6,36.2,1414,1610,23854,25151,25268,26761,23384755,28014334,4107404,4107384,956719,958765,1218979,1212844,157507264,162570228,330229,299035,273565,282028,2157,2564.7,37.1,38.4,111.1,257531,254995,132,0.3,42.3,18.5,96.7,3.3,103.62108469,126.81553398,1.22,0.4749,1.5999,0.6852,1.5886,0.3488,0.3797,1.2606,1.3692,0.7769,1.4826
SATD202010,10/01/2020,49296527,49278864,40389937,40106438,8906590,9172426,27870756,27949438,24425708,24362246,3445048,3587192,56.5,56.7,60.5,60.7,38.7,39.1,1984,2207,28027,27063,30011,29270,28273746,28071670,4347618,4124914,1012032,970014,1292686,1214054,161006011,144986457,350426,282321,288756,286548,2320.5,2622.3,40.1,38.5,111.4,266596,255505,132.8,0.6,41.1,-2.8,96.7,0,104.25333457,128.22073101,1.24,0.4759,1.6067,0.6933,1.5902,0.3111,0.3585,1.2809,1.4,0.7789,1.4868
SATD202011,11/01/2020,53690474,56459646,43474923,44993781,10215551,11465864,27957384,29723833,23711619,24654797,4245765,5069036,52.1,52.6,54.5,54.8,41.6,44.2,2465,2830,26294,27391,28759,30221,28292818,34328837,4357884,4192253,969903,984957,1221661,1249676,137301130,133347356,310325,325780,282464,280548,2446.6,2356.2,40.4,39.7,112.4,238300,248198,132.8,0,48.6,18.2,99.8,3.2,104.715197,129.67846945,1.26,0.5819,1.633,0.704,1.6369,0.2861,0.4137,1.254,1.2579,0.8045,1.5001
SATD202012,12/01/2020,57400881,57456448,45077323,45000494,12323558,12455954,30832402,31822915,25075790,25761085,5756612,6061830,53.7,55.4,55.6,57.2,46.7,48.7,3272,3287,27263,28375,30535,31662,31081794,34739293,4447503,4153133,973999,983376,1186808,1257282,130652258,124185798,308841,331019,290021,280889,3188.2,2588.5,40.8,41.2,113.2,241451,249061,134.6,1.4,49.3,1.4,101.2,1.4,105.92499114,133.13592233,1.26,0.5889,1.6177,0.7028,1.6468,0.2664,0.4204,1.2556,1.3819,0.8332,1.5112
SATD202101,01/01/2021,55267184,58147214,42318254,44582207,12948930,13565006,27800391,31501646,22357665,25468267,5442726,6033380,50.3,54.2,52.8,57.1,42,44.5,2988,3173,24305,28358,27293,31530,28118922,36864983,4078148,4356884,1020270,1033175,1274512,1282243,119971180,227930789,292183,347289,282448,281902,3335.2,2522.6,39.4,41,114.1,224959,252702,136.2,1.2,52.4,6.3,103.4,2.2,106.79876739,136.42747002,1.23,0.6249,1.6971,0.7384,1.6795,0.489,0.441,1.2601,1.3467,0.8296,1.5238
SATD202102,02/01/2021,48911433,56936209,37928427,43689365,10983006,13246843,26323206,31979756,22477683,26865630,3845523,5114126,53.8,56.2,59.3,61.5,35,38.6,2122,2619,24483,29617,26605,32236,26554207,43362971,3563135,4345308,825664,926832,1017915,1112167,115723821,259936598,275227,339908,242384,270140,3095.7,2677.3,31.1,35.6,112.4,207160,245840,132.5,-2.7,56.5,7.8,102.8,-0.6,103.11294953,135.70131354,1.26,0.7351,1.6926,0.6624,1.4568,0.5577,0.4316,1.2075,1.4293,0.7209,1.5009
SATD202103,03/01/2021,67277537,66002732,53749328,51934826,13528209,14067905,42683735,41446878,36811555,35211718,5872180,6235161,63.4,62.8,68.5,67.8,43.4,44.3,3455,3384,39343,37780,42798,41164,42987656,42359023,4652586,4443070,1024084,1012821,1267475,1272903,168864251,196476360,347857,311862,281405,284093,2640.1,2445.4,38.3,38.6,113.3,262065,258686,135,1.9,53.5,-5.3,103.1,0.3,106.09764898,137.45516848,1.12,0.7181,1.7307,0.7239,1.6673,0.4215,0.396,1.2699,1.3056,0.782,1.5128
SATD202104,04/01/2021,68934612,69916939,54787601,55416923,14147011,14500016,47644846,47239996,40971447,40398960,6673399,6841036,69.1,67.6,74.8,72.9,47.2,47.2,3998,3986,43799,42710,47797,46696,48141939,47549183,4542143,4513808,1015992,1020145,1253645,1270389,197898318,228748628,351870,323401,297845,300163,2271.6,2582.6,39.8,38.9,113.6,252218,256647,136.5,1.1,58.1,8.6,105.8,2.6,106.26360376,139.23986294,1.1,0.8061,1.7582,0.7291,1.664,0.4908,0.4107,1.3417,1.3788,0.7874,1.5164
SATD202105,05/01/2021,76736575,75019319,61332669,60446331,15403906,14572987,57822304,54820163,49649002,47117523,8173302,7702640,75.4,73.1,81,77.9,53.1,52.9,4942,4680,52752,50122,57694,54802,58176515,53503651,4501247,4404702,1064035,1035532,1269402,1230017,259115194,245846405,373590,374775,307594,299302,2116.4,2564.7,41.3,40.1,113.1,276639,261366,135.9,-0.4,66.1,13.8,108.5,2.6,107.1957615,141.20188464,1.11,0.907,1.7157,0.7401,1.6111,0.5274,0.4759,1.3379,1.3692,0.8111,1.5096
SATD202106,06/01/2021,84579593,80231555,67462202,64594503,17117391,15637052,68542276,62272524,57717814,53148842,10824462,9123682,81,77.6,85.6,82.3,63.2,58.3,6037,5246,60110,55518,66147,60764,68909511,59576028,4374318,4418366,1008919,1023236,1193552,1203772,381297659,306405491,409263,402143,318204,314971,2242,2647.3,38.9,37.8,111.4,279209,265907,134.8,-0.8,72.6,9.8,110.3,1.7,107.58367405,143.54111936,1.11,1.0099,1.721,0.7313,1.5768,0.6574,0.5107,1.4079,1.4133,0.7644,1.4869
SATD202107,07/01/2021,92572450,84289820,73407831,67730511,19164619,16559310,78048249,66815380,64545092,56169941,13503157,10645439,84.3,79.3,87.9,82.9,70.5,64.3,7034,5639,66740,58550,73774,64189,78489828,63083726,4426507,4390570,1006272,1000502,1184293,1160824,443271407,328934855,424574,436794,320767,314536,2417.6,2550.9,39.8,38.4,111.3,288443,268899,133.9,-0.7,77.7,7,111.6,1.2,108.24695261,146.70988007,1.14,1.0694,1.7102,0.7151,1.5205,0.7057,0.5547,1.406,1.3618,0.7779,1.4853
SATD202108,08/01/2021,91200105,84825519,71871478,67584717,19328627,17240802,71745477,66186686,58416652,54987635,13328825,11199051,78.7,78,81.3,81.4,69,65,6358,5642,60631,56959,66989,62601,72081122,64076146,4317006,4300693,1032286,979284,1199382,1140019,414397934,333851899,429881,432842,323022,315430,2436.3,2586,39,37.2,111.1,279596,263810,133.2,-0.5,78.1,0.5,111.4,-0.2,108.24954734,147.12050257,1.14,1.0862,1.6752,0.6999,1.4932,0.7162,0.5497,1.4099,1.3806,0.7532,1.4832
SATD202109,09/01/2021,83960638,86459159,66268780,68530064,17691858,17929096,60555482,64674627,50123963,53984514,10431519,10690113,72.1,74.8,75.6,78.8,59,59.6,4844,5460,53903,56633,58747,62093,61064523,65403419,4305850,4307822,1000694,1002089,1136162,1138075,351319450,351605006,465281,434754,295799,303682,2138.2,2539.3,35.7,37.4,112.6,270461,265052,134.1,0.7,79.2,1.4,112.3,0.8,107.09910771,148.69845802,1.13,1.1087,1.678,0.7162,1.4907,0.7543,0.5521,1.3574,1.3557,0.7571,1.5028
SATD202110,10/01/2021,87192286,87174037,69064953,68436178,18127333,18737859,66925246,67095348,55934187,55637336,10991059,11458012,76.8,77,81,81.3,60.6,61.1,5361,5992,60546,58322,65907,64315,67419704,66771947,4564366,4375782,1049746,1007233,1194150,1122940,390139607,368755685,502175,453676,315039,311927,2259.3,2554.7,41.4,40,113.4,277877,265589,135.5,1,81.6,3,114.1,1.6,108.44307116,151.52998287,1.12,1.1319,1.7045,0.7199,1.4709,0.7911,0.5761,1.3943,1.3639,0.8101,1.5144
SATD202111,11/01/2021,86168547,90463843,68469323,70675318,17699224,19788525,67951401,72658239,55742346,58014551,12209055,14643688,78.9,80.3,81.4,82.1,69,74,5999,6931,59779,62336,65778,69267,68363793,74595246,4403527,4214840,993789,1007056,1106400,1125132,401400762,398761093,470644,468965,327982,324942,2685,2590.1,42.2,41.8,114.1,260433,267303,136.3,0.6,88.4,8.3,117.1,2.6,109.40809551,153.74271845,1.13,1.2646,1.6418,0.7198,1.4737,0.8555,0.5955,1.4525,1.3828,0.8462,1.5232
SATD202112,12/01/2021,90144118,90267746,69447123,69391183,20696995,20876563,71880335,74005692,57091558,58450104,14788777,15555588,79.7,82,82.2,84.2,71.5,74.5,7095,7149,59535,61645,66630,68795,72249705,75392421,4788386,4462471,996958,1003952,1080888,1127796,403283532,396026706,452037,469326,331548,323489,3008.2,2460.4,40.6,41.2,114.9,261028,266539,136.8,0.4,89,0.7,117.6,0.4,109.07175328,155.12707025,1.19,1.2781,1.7382,0.7175,1.4772,0.8496,0.596,1.446,1.3136,0.8332,1.5339
SATD202201,01/01/2022,85220302,89517500,64319116,67654286,20901186,21863213,56461934,64575225,43954958,50541859,12506976,14033366,66.3,72.1,68.3,74.7,59.8,64.2,6050,6425,45814,54280,51864,60705,56844078,66364389,4139851,4423544,962159,974807,1086235,1106099,251006893,363756592,396877,453535,312089,313813,3593.3,2716.1,48.1,49.9,114.9,236055,262682,138.4,1.2,81.2,-8.8,115.7,-1.6,109.21954493,156.65762421,1.2,1.125,1.7231,0.6967,1.4488,0.7804,0.5759,1.4027,1.4501,1.0093,1.5344
SATD202202,02/01/2022,79163472,92060754,60647328,69701611,18516144,22359143,58039691,70894752,46520073,55487897,11519618,15406855,73.3,77,76.7,79.6,62.2,68.9,5726,7090,49076,59411,54802,66501,58409597,75132437,3875468,4727976,892698,991078,1028199,1124487,243967008,386653303,431634,495350,284702,312880,3059.1,2647.7,42.3,46.6,116,231137,267848,139.4,0.7,90.6,11.6,119.8,3.5,109.92650149,158.79011993,1.2,1.2737,1.8416,0.7083,1.4729,0.8295,0.629,1.3986,1.4135,0.9439,1.5482
SATD202203,03/01/2022,94041877,92434565,71989994,69508465,22051883,22926100,77898310,75917889,61674886,58733051,16223424,17184837,82.8,82.1,85.7,84.5,73.6,75,7874,7706,64617,62080,72491,69786,78278497,77162496,4678429,4455047,1003772,990545,1172921,1172643,354206394,397115332,516997,484555,327508,332041,2780.6,2591.6,49.7,49.7,117,271869,268103,140.4,0.7,91.5,1,120.8,0.8,110.792926,163.3089663,1.21,1.3081,1.7353,0.7079,1.536,0.852,0.6153,1.4842,1.3836,1.0057,1.5622
SATD202204,04/01/2022,92467160,93963971,68700151,69757482,23767009,24206489,78810921,78695434,60270759,59811878,18540162,18883557,85.2,83.8,87.7,85.7,78,78,8401,8412,63518,62535,71919,70947,79210800,78746361,4423388,4404290,955927,960500,1149264,1161552,389892474,411321743,511186,499655,299956,301546,2360.4,2678.9,51.6,50.6,116.7,258001,266100,139.4,-0.7,93.7,2.4,121,0.2,111.13597129,164.17589949,1.2,1.3349,1.7156,0.6865,1.5215,0.8825,0.6345,1.3479,1.4302,1.0251,1.5582
SATD202205,05/01/2022,97263112,94429521,70974287,69533962,26288825,24895559,83505662,78619096,62706882,59015020,20798780,19604076,85.9,83.3,88.4,84.9,79.1,78.7,8817,8358,66962,62547,75779,70905,83885031,78864757,4361092,4324175,995782,966749,1197656,1167241,454971549,439761504,521581,505322,327694,319034,2241.4,2708.3,52.3,50.8,116.8,282678,265748,140,0.4,94.2,0.5,121.5,0.4,111.11607834,166.70959452,1.23,1.3369,1.6844,0.6909,1.5289,0.9435,0.6417,1.4261,1.4459,1.0277,1.5595
SATD202206,06/01/2022,98323455,93286382,70415457,67808591,27907998,25477791,87633371,78778562,63343861,58416488,24289510,20362074,89.1,84.4,90,86.1,87,79.9,10026,8598,67369,62304,77395,70902,88025973,78823478,4234843,4209738,965386,979185,1129620,1132879,517090295,442093032,526993,522219,325844,321892,2316.8,2717.6,54.4,53.2,117.8,277059,263849,140.9,0.6,95.3,1.2,122.5,0.8,111.01812718,168.26299258,1.24,1.3362,1.6398,0.6998,1.4839,0.9485,0.6632,1.4388,1.4508,1.0773,1.5729
SATD202207,07/01/2022,104646183,95141428,74959521,69468045,29686662,25673383,92091492,77980138,65633792,57208361,26457700,20771777,88,82,87.6,82.4,89.1,80.9,10946,8771,69433,60963,80379,69734,92602676,77407821,4209693,4203017,978179,976066,1137071,1118130,554232835,441082733,507085,531885,331478,324307,2582.8,2716.9,55,53.5,116.8,281976,263304,140.1,-0.6,94.7,-0.6,121.8,-0.6,111.50085559,165.76641919,1.26,1.3122,1.6372,0.6976,1.4646,0.9463,0.6754,1.4496,1.4505,1.0838,1.5591
SATD202208,08/01/2022,103108293,95909476,73836373,69740336,29271920,26169140,87932991,80745686,62934736,59649521,24998255,21096165,85.3,84.2,85.2,85.5,85.4,80.6,10123,9060,66522,62718,76645,71778,88355193,81141298,4237113,4194383,1024029,977755,1169981,1111976,530940861,451588160,543326,529705,338329,330690,2559.3,2704.3,56.3,54.3,118.3,284347,267354,141.4,0.9,97.6,3.1,123.6,1.5,111.61069927,166.51599086,1.27,1.3755,1.6338,0.6988,1.4565,0.9688,0.6727,1.4782,1.4438,1.099,1.5792
SATD202209,09/01/2022,95009333,97364720,68920398,70846035,26088935,26518686,80340630,84568192,58464013,62265050,21876617,22303142,84.6,86.9,84.8,87.9,83.9,84.1,8291,9262,63141,65162,71432,74424,80761039,84458306,4162137,4165224,969076,969114,1080190,1080220,458276905,450881075,571819,537273,317866,325258,2288,2716.5,50.2,52.2,118.9,275638,269221,141.2,-0.1,100.7,3.2,124.6,0.8,111.92844592,166.84723015,1.28,1.4318,1.6224,0.6926,1.4149,0.9673,0.6823,1.4539,1.4503,1.0567,1.588
SATD202210,10/01/2022,98123852,98352466,72264343,71515543,25859509,26836923,84128657,85246273,62656864,62670508,21471793,22575766,85.7,86.7,86.7,87.6,83,84.1,8417,9452,67935,66251,76352,75703,84615597,84164187,4294586,4133657,1024639,980646,1162840,1091464,484046021,462727834,589758,548499,326627,322673,2363.7,2679.7,52.7,51.5,117.8,280673,270175,140.1,-0.8,101.1,0.4,124.2,-0.3,111.80206081,167.72844089,1.25,1.4268,1.6101,0.7009,1.4296,0.9927,0.6965,1.4423,1.4306,1.0425,1.573
SATD202211,11/01/2022,94893166,99971820,70250777,72513330,24642389,27458490,78902303,85138516,59194297,61522152,19708006,23616364,83.1,85.2,84.3,84.8,80,86,8221,9557,63680,66469,71901,76026,79338600,85482733,4225455,4045002,960831,972179,1038155,1061264,461641160,460421529,555568,553115,328091,324234,2767,2680.6,50.3,50,115.1,258728,267155,137.5,-1.9,102.5,1.4,123,-1,111.43371688,166.56225014,1.27,1.4491,1.5756,0.6948,1.3901,0.9878,0.7024,1.4493,1.4311,1.0128,1.5363
SATD202212,12/01/2022,98675010,99110018,71301645,71535034,27373365,27574985,82339322,85265644,59724579,61493599,22614743,23772045,83.4,86,83.8,86,82.6,86.2,9409,9513,62484,65769,71893,75282,82691991,85938281,4284074,4006558,917373,922508,999460,1029622,468998419,466291189,528574,561233,319062,311809,3375.9,2778.1,48.3,49.2,116.1,258030,265697,137.4,-0.1,103.3,0.8,123.3,0.2,109.7191391,164.94031982,1.3,1.4568,1.5606,0.6593,1.3486,1.0004,0.7127,1.3938,1.4832,0.9951,1.5503
SATD202301,01/01/2023,98963615,103390277,72122711,75245185,26840904,28145093,76670406,87403133,55627743,63648068,21042663,23755065,77.5,84.5,77.1,84.6,78.4,84.4,9072,9707,58284,68296,67356,78002,77047544,86586084,3465052,3685066,985440,999391,1010582,1031628,389407233,498938042,538070,576909,322648,326194,3305,2486.6,47.5,49.5,116.2,249207,275744,136.8,-0.4,104.9,1.5,123.5,0.2,110.86838948,166.11079383,1.26,1.4678,1.4354,0.7143,1.3513,1.0704,0.7326,1.4581,1.3275,1.0026,1.5507
SATD202302,02/01/2023,91276075,106207296,67037372,76956588,24238703,29250707,71601173,88044643,53329404,63540166,18271769,24504477,78.4,82.9,79.6,82.6,75.4,83.8,8072,10011,56730,68722,64802,78733,71976241,88491256,3441888,4195573,884873,981726,936367,1024290,364161398,506152397,523219,586144,307507,335960,2947.5,2552,46.8,51,118.2,235526,271808,139.9,2.3,107,2,126.2,2.2,110.88925545,165.08395203,1.28,1.5001,1.6343,0.7016,1.3417,1.0859,0.7443,1.5017,1.3625,1.0332,1.5776
SATD202303,03/01/2023,106781300,105180761,78074153,75394956,28707147,29785805,89581512,87474572,65767208,62340069,23814304,25134504,83.9,83.2,84.2,82.7,83,84.4,10099,9790,69709,66088,79808,75878,90024205,88288230,4264898,4053152,998824,983843,1016293,1015874,456715680,496717924,606731,572243,327919,333569,3012,2817.9,50.8,50.5,114.1,273678,269077,137.5,-1.7,105.9,-1,124.3,-1.5,110.98882832,164.11679041,1.3,1.4967,1.5788,0.7032,1.3306,1.0657,0.7267,1.491,1.5044,1.0223,1.5231
SATD202304,04/01/2023,104338836,105885222,74335452,75490810,30003384,30394412,88145674,88341204,63426143,63199613,24719531,25141590,84.5,83.4,85.3,83.7,82.4,82.7,10012,10040,67572,67438,77584,77478,88578772,88258388,3932454,3929630,973942,980198,1005278,1019825,483637609,510111130,571960,581880,335677,336759,2421,2742.6,51.2,50.2,113.2,258241,269405,136.2,-0.9,106.5,0.6,123.8,-0.4,111.52074854,163.05796688,1.29,1.4962,1.5307,0.7006,1.3358,1.0944,0.7389,1.5053,1.4642,1.0156,1.5109
SATD202305,05/01/2023,109788951,106543088,77821495,76241186,31967456,30301903,93560837,88182580,66743606,62869798,26817231,25312782,85.2,82.8,85.8,82.5,83.9,83.5,10361,9872,71424,66503,81785,76375,93938110,89076125,3966464,3914569,1003141,973963,1062114,1030588,498702899,483949107,623475,590554,350320,341537,2314.7,2793.4,53.1,51.3,113.7,289700,271791,137.1,0.7,107.7,1.1,124.7,0.7,111.27511384,163.67247287,1.3,1.51,1.5248,0.6961,1.3499,1.0383,0.7499,1.5266,1.4913,1.0385,1.518
SATD202306,06/01/2023,111489108,105780782,78058556,75277091,33430552,30503691,98688402,87992340,68789231,63090731,29899171,24901608,88.5,83.2,88.1,83.8,89.4,81.6,11549,9802,72483,66041,84032,75843,99170573,89681176,4013545,3992295,965485,977970,1047301,1044351,560701408,481464226,587602,578946,338989,334489,2360.4,2757.4,51.9,50.6,114,285554,271424,137.1,0,107.4,-0.3,124.6,-0.1,110.60069955,163.99143347,1.3,1.5203,1.5551,0.699,1.3679,1.0329,0.7352,1.4951,1.4721,1.0249,1.5216
